"","Estimate","Std. Error","z value","Pr(>|z|)","Odds_ratio","2.5 %","97.5 %"
"(Intercept)",-1.50911412451135,0.758408727640637,-1.98984277146455,0.0466082581605174,0.221105763402009,0.0500082185406774,0.977594484191017
"PDL1_CD8_Percent",-0.00206202831380751,0.0636998322370182,-0.0323710163966365,0.974176175934798,0.997940096206052,0.880811704371941,1.13064396246398
"CTLA4_Treg_Percent",-15.3956677732407,17.4257545568007,-0.883500781734141,0.376965760348977,2.05942718318261e-07,3.02633688063017e-22,140144355.705314
"Endo_Percent",0.0720486447283386,0.087739684545391,0.821163708322488,0.411553025376325,1.07470762165259,0.904911638563395,1.27636381588792
"LAG3_Treg_CD4_Percent",0.195878674585892,0.13334817337003,1.46892656746295,0.141852707728567,1.21637931865694,0.936618769285972,1.5797021108004
"TFH_CD4_Percent",0.00784538545654702,0.0343689882853878,0.228269316262723,0.819436876949798,1.0078762411318,0.942219898483209,1.07810768916389
