"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",7.24382958850824,1.58952934890506,4.55721663365204,4.25312111051246e-05
"PDL1_CD8_Percent",0.100458199077295,0.138340754797825,0.726164890628996,0.471672070263362
"CTLA4_Treg_Percent",9.89407833667728,23.9428572894429,0.413237159503092,0.681486447521305
"Endo_Percent",-0.238749773083948,0.199079949727054,-1.19926578950458,0.236991527632637
"LAG3_Treg_CD4_Percent",-0.4773124998422,0.282975164995302,-1.68676463127117,0.098891656085585
"TFH_CD4_Percent",-0.0617315860709331,0.0794220490819174,-0.777260052901204,0.441260673706207
